path,tagname
ManagementAreas.ProRailRegions.ProRailRegion.Location.GeographicLocation.gml:MultiPolygon.@srsName,@srsName
ManagementAreas.ProRailRegions.ProRailRegion.Location.GeographicLocation.gml:MultiPolygon.gml:polygonMember.gml:Polygon.gml:outerBoundaryIs.gml:LinearRing.gml:coordinates,gml:coordinates
ManagementAreas.ProRailRegions.ProRailRegion.Location.GeographicLocation.gml:MultiPolygon.gml:polygonMember.gml:Polygon.gml:innerBoundaryIs.gml:LinearRing.gml:coordinates,gml:coordinates
ManagementAreas.ProRailRegions.ProRailRegion.Location.GeographicLocation.gml:MultiPolygon.gml:polygonMember.gml:Polygon.@srsName,@srsName
ManagementAreas.ProRailRegions.ProRailRegion.Location.GeographicLocation.@azimuth,@azimuth
ManagementAreas.ProRailRegions.ProRailRegion.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
ManagementAreas.ProRailRegions.ProRailRegion.Location.GeographicLocation.@accuracy,@accuracy
ManagementAreas.@imxVersion,@imxVersion
Manifest.@nidC,@nidC
Manifest.@coreFileName,@coreFileName
Manifest.MediaList.Media.@mediaType,@mediaType
Manifest.MediaList.Media.@fileName,@fileName
Manifest.MediaList.Media.@hash,@hash
Manifest.@imxVersion,@imxVersion
Manifest.ImSpoorDataList.ImSpoorData.@hash,@hash
Manifest.ImSpoorDataList.ImSpoorData.@fileName,@fileName
Manifest.@nidRbc,@nidRbc
Observations.ObservedLocations.ObservedLocation.gml:Point.@srsName,@srsName
Observations.ObservedLocations.ObservedLocation.gml:Point.gml:coordinates,gml:coordinates
Observations.ObservedLocations.ObservedLocation.RailConnectionInfo.@toMeasure,@toMeasure
Observations.ObservedLocations.ObservedLocation.RailConnectionInfo.@railConnectionRef,@railConnectionRef
Observations.ObservedLocations.ObservedLocation.RailConnectionInfo.@fromMeasure,@fromMeasure
Observations.ObservedLocations.ObservedLocation.RailConnectionInfo.@direction,@direction
Observations.ObservedLocations.ObservedLocation.RailConnectionInfo.@atMeasure,@atMeasure
Observations.ObservedLocations.ObservedLocation.@azimuth,@azimuth
Observations.ObservedLocations.ObservedLocation.gml:Polygon.gml:outerBoundaryIs.gml:LinearRing.gml:coordinates,gml:coordinates
Observations.ObservedLocations.ObservedLocation.gml:Polygon.gml:innerBoundaryIs.gml:LinearRing.gml:coordinates,gml:coordinates
Observations.ObservedLocations.ObservedLocation.gml:Polygon.@srsName,@srsName
Observations.ObservedLocations.ObservedLocation.gml:LineString.gml:coordinates,gml:coordinates
Observations.ObservedLocations.ObservedLocation.gml:LineString.@srsName,@srsName
Observations.ObservedLocations.ObservedLocation.gml:MultiPolygon.@srsName,@srsName
Observations.ObservedLocations.ObservedLocation.gml:MultiPolygon.gml:polygonMember.gml:Polygon.gml:outerBoundaryIs.gml:LinearRing.gml:coordinates,gml:coordinates
Observations.ObservedLocations.ObservedLocation.gml:MultiPolygon.gml:polygonMember.gml:Polygon.gml:innerBoundaryIs.gml:LinearRing.gml:coordinates,gml:coordinates
Observations.ObservedLocations.ObservedLocation.gml:MultiPolygon.gml:polygonMember.gml:Polygon.@srsName,@srsName
Observations.ObservedLocations.ObservedLocation.@surveyRef,@surveyRef
Observations.ObservedLocations.ObservedLocation.gml:MultiPoint.gml:pointMember.gml:Point.@srsName,@srsName
Observations.ObservedLocations.ObservedLocation.gml:MultiPoint.gml:pointMember.gml:Point.gml:coordinates,gml:coordinates
Observations.ObservedLocations.ObservedLocation.gml:MultiPoint.@srsName,@srsName
Observations.ObservedLocations.ObservedLocation.@objectRef,@objectRef
Observations.ObservedLocations.ObservedLocation.gml:MultiLineString.@srsName,@srsName
Observations.ObservedLocations.ObservedLocation.gml:MultiLineString.gml:lineStringMember.gml:LineString.gml:coordinates,gml:coordinates
Observations.ObservedLocations.ObservedLocation.gml:MultiLineString.gml:lineStringMember.gml:LineString.@srsName,@srsName
Observations.DocumentReferences.SituationChanges.Created,Created
Observations.DocumentReferences.SituationChanges.Updated,Updated
Observations.DocumentReferences.SituationChanges.Deleted,Deleted
Observations.DocumentReferences.BoundaryReference.@documentName,@documentName
Observations.DocumentReferences.PreviousVersion.@hashcode,@hashcode
Observations.DocumentReferences.PreviousVersion.@documentName,@documentName
Observations.DocumentReferences.BaseReference.@parentDocumentName,@parentDocumentName
Observations.DocumentReferences.BaseReference.@parentHashcode,@parentHashcode
Observations.Surveys.Survey.@accuracy,@accuracy
Observations.Surveys.Survey.Metadata.@source,@source
Observations.Surveys.Survey.Metadata.@sourceDataOwner,@sourceDataOwner
Observations.Surveys.Survey.Metadata.@localID,@localID
Observations.Surveys.Survey.Metadata.@objectEndTime,@objectEndTime
Observations.Surveys.Survey.Metadata.@relativeElevation,@relativeElevation
Observations.Surveys.Survey.Metadata.@registrationTime,@registrationTime
Observations.Surveys.Survey.Metadata.@lifeCycleStatus,@lifeCycleStatus
Observations.Surveys.Survey.Metadata.@objectBeginTime,@objectBeginTime
Observations.Surveys.Survey.Metadata.@originType,@originType
Observations.Surveys.Survey.Metadata.@isInService,@isInService
Observations.Surveys.Survey.@name,@name
Observations.Surveys.Survey.@dataAcquisitionMethod,@dataAcquisitionMethod
Observations.Surveys.Survey.@surveyTime,@surveyTime
Observations.Surveys.Survey.@puic,@puic
Observations.@imxVersion,@imxVersion
NetworkConfiguration.RaStaNetworks.RaStaNetwork.@md4SafetyCode,@md4SafetyCode
NetworkConfiguration.RaStaNetworks.RaStaNetwork.RaStaConnection.@systemNetworkModuleBRef,@systemNetworkModuleBRef
NetworkConfiguration.RaStaNetworks.RaStaNetwork.RaStaConnection.RaStaChannel.@toLogicalNetworkInterfaceRef,@toLogicalNetworkInterfaceRef
NetworkConfiguration.RaStaNetworks.RaStaNetwork.RaStaConnection.RaStaChannel.@label,@label
NetworkConfiguration.RaStaNetworks.RaStaNetwork.RaStaConnection.RaStaChannel.@udpPort,@udpPort
NetworkConfiguration.RaStaNetworks.RaStaNetwork.RaStaConnection.RaStaChannel.@fromLogicalNetworkInterfaceRef,@fromLogicalNetworkInterfaceRef
NetworkConfiguration.RaStaNetworks.RaStaNetwork.RaStaConnection.@raStaIdA,@raStaIdA
NetworkConfiguration.RaStaNetworks.RaStaNetwork.RaStaConnection.@raStaIdB,@raStaIdB
NetworkConfiguration.RaStaNetworks.RaStaNetwork.RaStaConnection.@systemNetworkModuleARef,@systemNetworkModuleARef
NetworkConfiguration.RaStaNetworks.RaStaNetwork.Metadata.@source,@source
NetworkConfiguration.RaStaNetworks.RaStaNetwork.Metadata.@sourceDataOwner,@sourceDataOwner
NetworkConfiguration.RaStaNetworks.RaStaNetwork.Metadata.@localID,@localID
NetworkConfiguration.RaStaNetworks.RaStaNetwork.Metadata.@objectEndTime,@objectEndTime
NetworkConfiguration.RaStaNetworks.RaStaNetwork.Metadata.@relativeElevation,@relativeElevation
NetworkConfiguration.RaStaNetworks.RaStaNetwork.Metadata.@registrationTime,@registrationTime
NetworkConfiguration.RaStaNetworks.RaStaNetwork.Metadata.@lifeCycleStatus,@lifeCycleStatus
NetworkConfiguration.RaStaNetworks.RaStaNetwork.Metadata.@objectBeginTime,@objectBeginTime
NetworkConfiguration.RaStaNetworks.RaStaNetwork.Metadata.@originType,@originType
NetworkConfiguration.RaStaNetworks.RaStaNetwork.Metadata.@isInService,@isInService
NetworkConfiguration.RaStaNetworks.RaStaNetwork.@name,@name
NetworkConfiguration.RaStaNetworks.RaStaNetwork.@puic,@puic
NetworkConfiguration.DocumentReferences.SituationChanges.Created,Created
NetworkConfiguration.DocumentReferences.SituationChanges.Updated,Updated
NetworkConfiguration.DocumentReferences.SituationChanges.Deleted,Deleted
NetworkConfiguration.DocumentReferences.BoundaryReference.@documentName,@documentName
NetworkConfiguration.DocumentReferences.PreviousVersion.@hashcode,@hashcode
NetworkConfiguration.DocumentReferences.PreviousVersion.@documentName,@documentName
NetworkConfiguration.DocumentReferences.BaseReference.@parentDocumentName,@parentDocumentName
NetworkConfiguration.DocumentReferences.BaseReference.@parentHashcode,@parentHashcode
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.@systemRef,@systemRef
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.Metadata.@source,@source
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.Metadata.@sourceDataOwner,@sourceDataOwner
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.Metadata.@localID,@localID
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.Metadata.@objectEndTime,@objectEndTime
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.Metadata.@relativeElevation,@relativeElevation
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.Metadata.@registrationTime,@registrationTime
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.Metadata.@lifeCycleStatus,@lifeCycleStatus
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.Metadata.@objectBeginTime,@objectBeginTime
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.Metadata.@originType,@originType
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.Metadata.@isInService,@isInService
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.@name,@name
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.@euLynxSystemId,@euLynxSystemId
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.@defaultRaStaId,@defaultRaStaId
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.@puic,@puic
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.@identification,@identification
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.@label,@label
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.Metadata.@source,@source
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.Metadata.@sourceDataOwner,@sourceDataOwner
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.Metadata.@localID,@localID
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.Metadata.@objectEndTime,@objectEndTime
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.Metadata.@relativeElevation,@relativeElevation
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.Metadata.@registrationTime,@registrationTime
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.Metadata.@lifeCycleStatus,@lifeCycleStatus
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.Metadata.@objectBeginTime,@objectBeginTime
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.Metadata.@originType,@originType
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.Metadata.@isInService,@isInService
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.@vlanId,@vlanId
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.@subnetMask,@subnetMask
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.@gateway,@gateway
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.@name,@name
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.NetworkRoute.@nextHopIpAddress,@nextHopIpAddress
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.NetworkRoute.@targetIpAddress,@targetIpAddress
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.NetworkRoute.@targetSubnetMask,@targetSubnetMask
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.@ipAddress,@ipAddress
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.@qosProfile,@qosProfile
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.ComputingElement.PhysicalNetworkInterface.LogicalNetworkInterface.@puic,@puic
NetworkConfiguration.SystemNetworkModules.SystemNetworkModule.@moduleType,@moduleType
NetworkConfiguration.SctpNetworks.SctpNetwork.@puic,@puic
NetworkConfiguration.SctpNetworks.SctpNetwork.Metadata.@source,@source
NetworkConfiguration.SctpNetworks.SctpNetwork.Metadata.@sourceDataOwner,@sourceDataOwner
NetworkConfiguration.SctpNetworks.SctpNetwork.Metadata.@localID,@localID
NetworkConfiguration.SctpNetworks.SctpNetwork.Metadata.@objectEndTime,@objectEndTime
NetworkConfiguration.SctpNetworks.SctpNetwork.Metadata.@relativeElevation,@relativeElevation
NetworkConfiguration.SctpNetworks.SctpNetwork.Metadata.@registrationTime,@registrationTime
NetworkConfiguration.SctpNetworks.SctpNetwork.Metadata.@lifeCycleStatus,@lifeCycleStatus
NetworkConfiguration.SctpNetworks.SctpNetwork.Metadata.@objectBeginTime,@objectBeginTime
NetworkConfiguration.SctpNetworks.SctpNetwork.Metadata.@originType,@originType
NetworkConfiguration.SctpNetworks.SctpNetwork.Metadata.@isInService,@isInService
NetworkConfiguration.SctpNetworks.SctpNetwork.@name,@name
NetworkConfiguration.SctpNetworks.SctpNetwork.SctpConnection.@serverSystemNetworkModuleRef,@serverSystemNetworkModuleRef
NetworkConfiguration.SctpNetworks.SctpNetwork.SctpConnection.SctpChannel.@label,@label
NetworkConfiguration.SctpNetworks.SctpNetwork.SctpConnection.SctpChannel.@logicalNetworkInterfaceRef,@logicalNetworkInterfaceRef
NetworkConfiguration.SctpNetworks.SctpNetwork.SctpConnection.@clientSystemNetworkModuleRef,@clientSystemNetworkModuleRef
NetworkConfiguration.SctpNetworks.SctpNetwork.SctpConnection.@sctpPortNumber,@sctpPortNumber
NetworkConfiguration.@imxVersion,@imxVersion
Extensions.DocumentReferences.SituationChanges.Created,Created
Extensions.DocumentReferences.SituationChanges.Updated,Updated
Extensions.DocumentReferences.SituationChanges.Deleted,Deleted
Extensions.DocumentReferences.BoundaryReference.@documentName,@documentName
Extensions.DocumentReferences.PreviousVersion.@hashcode,@hashcode
Extensions.DocumentReferences.PreviousVersion.@documentName,@documentName
Extensions.DocumentReferences.BaseReference.@parentDocumentName,@parentDocumentName
Extensions.DocumentReferences.BaseReference.@parentHashcode,@parentHashcode
Extensions.@imxVersion,@imxVersion
Bgt.Shelters.Shelter.Metadata.@source,@source
Bgt.Shelters.Shelter.Metadata.@sourceDataOwner,@sourceDataOwner
Bgt.Shelters.Shelter.Metadata.@localID,@localID
Bgt.Shelters.Shelter.Metadata.@objectEndTime,@objectEndTime
Bgt.Shelters.Shelter.Metadata.@relativeElevation,@relativeElevation
Bgt.Shelters.Shelter.Metadata.@registrationTime,@registrationTime
Bgt.Shelters.Shelter.Metadata.@lifeCycleStatus,@lifeCycleStatus
Bgt.Shelters.Shelter.Metadata.@objectBeginTime,@objectBeginTime
Bgt.Shelters.Shelter.Metadata.@originType,@originType
Bgt.Shelters.Shelter.Metadata.@isInService,@isInService
Bgt.Shelters.Shelter.@name,@name
Bgt.Shelters.Shelter.Location.GeographicLocation.@azimuth,@azimuth
Bgt.Shelters.Shelter.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Bgt.Shelters.Shelter.Location.GeographicLocation.@accuracy,@accuracy
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:LinearRing.gml3:posList,gml3:posList
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:LineString.gml3:posList,gml3:posList
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:LineString.@srsName,@srsName
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Arc.gml3:posList,gml3:posList
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:LineStringSegment.gml3:posList,gml3:posList
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Circle.@numArc,@numArc
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Circle.gml3:posList,gml3:posList
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:CircleByCenterPoint.gml3:pos,gml3:pos
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:CircleByCenterPoint.radius,radius
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:CircleByCenterPoint.@numArc,@numArc
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.@srsName,@srsName
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:LineString.gml3:posList,gml3:posList
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:LineString.@srsName,@srsName
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Arc.gml3:posList,gml3:posList
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:LineStringSegment.gml3:posList,gml3:posList
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Circle.@numArc,@numArc
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Circle.gml3:posList,gml3:posList
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:CircleByCenterPoint.gml3:pos,gml3:pos
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:CircleByCenterPoint.radius,radius
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:CircleByCenterPoint.@numArc,@numArc
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.@srsName,@srsName
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:LinearRing.gml3:posList,gml3:posList
Bgt.Shelters.Shelter.Location.GeographicLocation.gml3:Polygon.@srsName,@srsName
Bgt.Shelters.Shelter.Location.KmRibbonLocation.@value,@value
Bgt.Shelters.Shelter.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Bgt.Shelters.Shelter.@puic,@puic
Bgt.Shelters.Shelter.@otherConstructionType,@otherConstructionType
Bgt.SlopeStairsCollection.SlopeStairs.@puic,@puic
Bgt.SlopeStairsCollection.SlopeStairs.Metadata.@source,@source
Bgt.SlopeStairsCollection.SlopeStairs.Metadata.@sourceDataOwner,@sourceDataOwner
Bgt.SlopeStairsCollection.SlopeStairs.Metadata.@localID,@localID
Bgt.SlopeStairsCollection.SlopeStairs.Metadata.@objectEndTime,@objectEndTime
Bgt.SlopeStairsCollection.SlopeStairs.Metadata.@relativeElevation,@relativeElevation
Bgt.SlopeStairsCollection.SlopeStairs.Metadata.@registrationTime,@registrationTime
Bgt.SlopeStairsCollection.SlopeStairs.Metadata.@lifeCycleStatus,@lifeCycleStatus
Bgt.SlopeStairsCollection.SlopeStairs.Metadata.@objectBeginTime,@objectBeginTime
Bgt.SlopeStairsCollection.SlopeStairs.Metadata.@originType,@originType
Bgt.SlopeStairsCollection.SlopeStairs.Metadata.@isInService,@isInService
Bgt.SlopeStairsCollection.SlopeStairs.@name,@name
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.@azimuth,@azimuth
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.@accuracy,@accuracy
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:LinearRing.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:LineString.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:LineString.@srsName,@srsName
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Arc.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:LineStringSegment.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Circle.@numArc,@numArc
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Circle.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:CircleByCenterPoint.gml3:pos,gml3:pos
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:CircleByCenterPoint.radius,radius
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:CircleByCenterPoint.@numArc,@numArc
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.@srsName,@srsName
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:LineString.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:LineString.@srsName,@srsName
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Arc.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:LineStringSegment.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Circle.@numArc,@numArc
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Circle.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:CircleByCenterPoint.gml3:pos,gml3:pos
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:CircleByCenterPoint.radius,radius
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:CircleByCenterPoint.@numArc,@numArc
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:Ring.gml3:curveMember.gml3:Curve.@srsName,@srsName
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.gml3:exterior.gml3:LinearRing.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.Location.GeographicLocation.gml3:Polygon.@srsName,@srsName
Bgt.SlopeStairsCollection.SlopeStairs.Location.KmRibbonLocation.@value,@value
Bgt.SlopeStairsCollection.SlopeStairs.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Bgt.SlopeStairsCollection.SlopeStairs.@isTrafficAreaOnSlope,@isTrafficAreaOnSlope
Bgt.SlopeStairsCollection.SlopeStairs.@applicationPropertyOfTrafficArea,@applicationPropertyOfTrafficArea
Bgt.SlopeStairsCollection.SlopeStairs.CrestLine.@accuracy,@accuracy
Bgt.SlopeStairsCollection.SlopeStairs.CrestLine.gml3:Point.gml3:pos,gml3:pos
Bgt.SlopeStairsCollection.SlopeStairs.CrestLine.gml3:Point.@srsName,@srsName
Bgt.SlopeStairsCollection.SlopeStairs.CrestLine.gml3:Polygon.gml3:interior.gml3:LinearRing.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.CrestLine.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:LineString.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.CrestLine.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:LineString.@srsName,@srsName
Bgt.SlopeStairsCollection.SlopeStairs.CrestLine.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Arc.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.CrestLine.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:LineStringSegment.gml3:posList,gml3:posList
Bgt.SlopeStairsCollection.SlopeStairs.CrestLine.gml3:Polygon.gml3:interior.gml3:Ring.gml3:curveMember.gml3:Curve.gml3:segments.gml3:Circle.@numArc,@numArc
